company,penalty,lat,lon,city,state
PPG Industries,28344,46.146,-122.963,Longview,Washington
"Lion Oil Trading and Transportation, Inc",22500,33.2184,-92.664,El Dorado,Arkansas
Shell Pipeline Co. LP(Hearne Release),17600,29.7868,-95.3905,Houston,Texas
"Entergy Gulf States, Inc.",7476,30.0849,-94.1451,Beaumont,Texas
"Southern Foods Group, LP",27500,32.7937,-96.7662,Dallas,Texas
"Equistar Chemicals, LP",11000,29.3871,-95.2934,Alvin,Texas
"Mahard Egg Farms, Inc.",12672,34.2401,-96.552,Milburn,Oklahoma
Innophos (Rhodia Chemical Co.),1398000,30.2044,-91.0226,Geismar,Louisiana
"Univar USA, Inc.",76000,30.3006,-97.7517,Austin,Texas
"Coeur Alaska, Inc Kensington Gold Mine",7500,58.444,-134.1515,Juneau,Alaska
Cargill aka Cerestar,30769,34.5325,-102.3111,Dimmitt,Texas
Lion Oil Company,26000,33.2184,-92.664,El Dorado,Arkansas
CITGO Refining and Chemicals Company L.P.,13000,27.7173,-97.3822,Corpus Christi,Texas
KB Home Lone Star LP,21500,29.5894,-97.9659,Seguin,Texas
Baker Petrolite Corporation,8000,60.5619,-151.1985,Kenai,Alaska
Exxon Mobil Corporation,12000,30.0613,-95.383,Spring,Texas
"Total Fina Elf E&P USA, Inc.",110400,29.7868,-95.3905,Houston,Texas
"W&T Offshore, Inc. (GMG290067)",289211,29.7868,-95.3905,Houston,Texas
ConocoPhillips Company,45000,30.2083,-92.0322,Lafayette,Louisiana
Wood Protection LP,10098,29.7868,-95.3905,Houston,Texas
Newfield Exploration Company,49800,29.7868,-95.3905,Houston,Texas
"Premcor Refining Group, Inc.",35094,29.8554,-93.9264,Port Arthur,Texas
Union Carbide,392557,29.9986,-90.4036,Norco,Louisiana
"Weatherford International, Inc.",14300,29.7868,-95.3905,Houston,Texas
Teccor Electronics,5000,32.8584,-96.9702,Irving,Texas
Cameco Industries,94000,29.7941,-90.8163,Thibodaux,Louisiana
TYCO FIRE PRODS.,5000,33.5643,-101.8871,Lubbock,Texas
TEXAS INSTRUMENTS,5000,33.6266,-96.6195,Sherman,Texas
HALLIBURTON ENERGY SERVICES INC. SECURITY DB,5000,29.7868,-95.3905,Houston,Texas
CABOT CORP. PAMPA DEVELOPMENT MFG. CENTER,5000,35.5479,-100.965,Pampa,Texas
CHALMETTE REFINING L.L.C.,5000,29.9438,-89.966,Chalmette,Louisiana
TE Products Pipeline Company,2865000,30.1291,-93.9967,Vidor,Texas
Calpine Natural Gas L.P.,8460,29.7868,-95.3905,Houston,Texas
Hunt Petroleum Corporation,11000,32.7937,-96.7662,Dallas,Texas
Dynegy Midstream Services,20000,33.296,-97.7987,Chico,Texas
ExxonMobil Production Company,5000,29.7868,-95.3905,Houston,Texas
Equistar Chemicals,195000,30.229,-93.356,Sulphur,Louisiana
"Isomedix Operations, Inc.",41200,31.8479,-106.4309,El Paso,Texas
"SYSCO Food Services of Dallas, LP",22000,32.7937,-96.7662,Dallas,Texas
Owens Corning,6000,32.4036,-96.8428,Waxahachie,Texas
Centex Homes,203824,32.7937,-96.7662,Dallas,Texas
KB Homes/Desert Pines II and III,267067,34.1139,-118.4068,Los Angeles,California
"Mobil Exploration & Producing U.S., Inc.",10000,29.7868,-95.3905,Houston,Texas
Corporation Service Company,157658,33.9072,-98.5293,Wichita Falls,Texas
Bollinger Gulf Rpr,37770,30.0687,-89.9288,New Orleans,Louisiana
"Univar U.S.A., Inc.",23760,35.4676,-97.5136,Oklahoma City,Oklahoma
"Dresser, Inc.",34832,31.3414,-92.4096,Pineville,Louisiana
CHAMPION TECHNOLOGIES,20380,32.3979,-94.8603,Kilgore,Texas
PENNZOIL-QUAKER STATE COMPANY,85400,32.4659,-93.7959,Shreveport,Louisiana
SID RICHARDSON,13250,30.3652,-91.2659,Addis,Louisiana
terex mining,10026,36.1284,-95.9042,Tulsa,Oklahoma
"TE Products Pipeline Company, L.P.",76350,33.6712,-97.9053,Stoneburg,Texas
OCCIDENTAL PERMIAN LTD.,11000,33.3635,-100.6597,Girard,Texas
EQUILON PIPELINE COMPANY LLC,12000,30.0601,-91.7378,Loreauville,Louisiana
SUN PIPE LINE COMPANY,11000,32.3995,-100.8582,Colorado City,Texas
SUN PIPE LINE COMPANY,9900,30.049,-94.7903,Liberty,Texas
SUN PIPE LINE COMPANY,12000,34.7682,-96.6689,Ada,Oklahoma
"TRANSMONTAIGNE, INC.",12600,32.3184,-95.3065,Tyler,Texas
CONOCO PIPE LINE COMPANY,12000,33.2235,-98.1589,Jacksboro,Texas
"ALON USA, INC.",14700,30.7792,-95.9469,Bedias,Texas
"Lion Oil Trading & Transportation, Inc.",5000,33.2184,-92.664,El Dorado,Arkansas
Forest Oil Corporation,5000,31.3627,-96.1455,Jewett,Texas
FOREST OIL CORPORATION,5000,29.868,-90.4398,Paradis,Louisiana
OZONA STA,64480,30.7074,-101.2059,Ozona,Texas
Lion Oil Company,708000,33.2184,-92.664,El Dorado,Arkansas
Columbian Chemicals Company,115000,33.2184,-92.664,El Dorado,Arkansas
Engelhard Corporation,8000,29.6584,-95.1499,Pasadena,Texas
"Yellow Transportation, Inc.",7000,32.7937,-96.7662,Dallas,Texas
"SOUTHERN FOODS GROUP, L.P.",10000,32.7937,-96.7662,Dallas,Texas
ALBERTSON'S #4231,19800,32.6869,-97.0209,Grand Prairie,Texas
"SOUTHERN FOODS GROUP, L.P./OAK FARMS DAI",10000,29.7868,-95.3905,Houston,Texas
SOUTHWEST AIRLINES CO.,15000,32.7937,-96.7662,Dallas,Texas
Ford Motor Co.,75000,29.7607,-94.9628,Baytown,Texas
"CWM Chemical Services, LLC",78475,43.1851,-78.9837,Model City,New York
EQUILON PIPELINE COMPANY LLC,5000,35.5479,-100.965,Pampa,Texas
"BP AMOCO PIPELINE, MP 14.8",5000,36.1857,-96.4904,Terlton,Oklahoma
PENNZOIL-QUAKER STATE COMPANY,134418,32.4659,-93.7959,Shreveport,Louisiana
"BP PIPELINES (NORTH AMERICA), INC.",80133,36.9287,-87.2172,Allegre,Kentucky
"TYSON PREPARED FOODS, INC.",24882,34.037,-80.9042,Columbia,South Carolina
"OMNOVA SOLUTIONS, INC.",7090,40.3277,-79.6139,Jeannette,Pennsylvania
ENRON METHANOL COMPANY,30500,29.6584,-95.1499,Pasadena,Texas
"TRINITY MARINE PRODUCTS, INC.",42385,30.4006,-90.1656,Madisonville,Louisiana
"STMICROELECTRONICS, INC.",5000,32.9886,-96.9,Carrollton,Texas
"REMINGTON ARMS CO., INC.",5000,34.7908,-91.9069,Lonoke,Arkansas
DANAHER TOOL GROUP,5000,36.1898,-94.1573,Springdale,Arkansas
AMERICAN SYNTHETIC RUBBER COMPANY (ASRC),5800,38.1662,-85.6488,Louisville,Kentucky
UNIVERSAL STUDIOS WATER PARKS FLORIDA LLC,11500,28.4788,-81.342,Orlando,Florida
CENTURY ALUMINUM SEBREE LLC,69000,37.6766,-87.5333,Robards,Kentucky
"TYSON FOODS, INC.",5000,31.7929,-94.1795,Center,Texas
WINN DIXIE GROCERY STORE,5500,32.8176,-97.2707,Haltom City,Texas
TE PRODUCTS PIPELINE COMPANY,55000,32.4659,-93.7959,Shreveport,Louisiana
AMERICAN NATIONAL CAN CO.,5000,41.8373,-87.6861,Chicago,Illinois
"EQUISTAR CHEMICALS, LP",22000,30.229,-93.356,Sulphur,Louisiana
"GEORGIA GULF LAKE CHARLES, LLC",30000,30.2604,-93.2635,Westlake,Louisiana
CROWN CENTRAL PETROLEUM CORP.,15300,29.6584,-95.1499,Pasadena,Texas
EQUISTAR CHEMICALS L.P.,24108,29.7914,-95.1145,Channelview,Texas
"BAROID DRILLING FLUIDS, INC.",18785,30.0687,-89.9288,New Orleans,Louisiana
"SAFETY-KLEEN SYSTEMS, INC.",105433,33.2176,-97.1421,Denton,Texas
EXXON MOBIL PIPELINE COMPANY,8000,32.1576,-94.796,Henderson,Texas
CF&I Steel,13000,38.2701,-104.6131,Pueblo,Colorado
KING SOOPERS WESTWOODS DEVELOPMENT,29500,39.8321,-105.151,Arvada,Colorado
PPG INDUSTRIES INC D/B/A PPG PAINTS,12838,41.5725,-93.6104,Des Moines,Iowa
"DOLLAR TREE STORES, INC",120000,36.6778,-76.3024,Chesapeake,Virginia
CESSNA AIRCRAFT CO,16074,37.6897,-97.3442,Wichita,Kansas
Freudenberg North America Limited Partnership,5000,44.0234,-90.0716,Necedah,Wisconsin
"IBP, INCORPORATED",501230,31.7544,-95.6471,Palestine,Texas
VITRO FLAT GLASS LLC,12000,36.7834,-119.7941,Fresno,California
SHELL CHEMICAL COMPANY,37508,29.9986,-90.4036,Norco,Louisiana
ALBEMARLE CORPORATION,9000,29.6584,-95.1499,Pasadena,Texas
AMOCO PIPELINE COMPANY,1050000,29.4128,-94.9658,Texas City,Texas
CROWN CENTRAL PETROLEUM CORPORATION,249000,29.6584,-95.1499,Pasadena,Texas
ULTRAMAR DIAMOND SHAMROCK CORPORATION,1200000,28.4668,-98.1784,Three Rivers,Texas
Kester LLC,74165,41.9773,-88.0182,Itasca,Illinois
"Aldrich Chemical, LLC",5000,43.064,-87.9669,Milwaukee,Wisconsin
Aldrich Chemical,5000,43.064,-87.9669,Milwaukee,Wisconsin
"DAP Products, Inc.",5000,39.9643,-84.186,Tipp City,Ohio
"EMCO CHEMICAL DISTRIBUTORS, INC.",276963,42.3172,-87.8596,North Chicago,Illinois
HERITAGE CRYSTAL CLEAN LLC,12054,39.7771,-86.1458,Indianapolis,Indiana
"BP PRODUCTS NORTH AMERICA, WHITING, IN",151899,41.6731,-87.4843,Whiting,Indiana
"PACIFIC ETHANOL PEKIN, INC.",283163,40.5677,-89.6263,Pekin,Illinois
TITAN TIRE CORPORATION OF BRYAN,136032,41.4711,-84.5489,Bryan,Ohio
Pharmacia and Upjohn Company LLC,34170,42.2,-85.5906,Portage,Michigan
DTE ELECTRIC COMPANY - MONROE POWER PLANT,120000,41.9154,-83.3849,Monroe,Michigan
SAINT PAUL PARK REFINING - APO/CAFO,1487200,44.836,-92.9949,Saint Paul Park,Minnesota
SPECTRO ALLOYS,27400,44.7465,-93.0662,Rosemount,Minnesota
BP PRODUCTS NORTH AMERICA INC.,74212,41.6731,-87.4843,Whiting,Indiana
"Brenntag Great Lakes, LLC",126000,43.064,-87.9669,Milwaukee,Wisconsin
MEDLINE INDUSTRIES,4930000,42.1026,-87.7791,Northfield,Illinois
STEPAN COMPANY,131440,42.1026,-87.7791,Northfield,Illinois
"TEXTRON AVIATION,INC.",69957,39.7771,-86.1458,Indianapolis,Indiana
Mahle Behr USA Inc.,54000,42.5818,-83.1457,Troy,Michigan
Riverview Healthcare,5000,47.7747,-96.6062,Crookston,Minnesota
Ingredion Incorporated,162090,41.7669,-87.7915,Bedford Park,Illinois
POET BIOREFINING PORTLAND,128878,40.4377,-84.9835,Portland,Indiana
JOHNSON CONTROLS BATTERY GROUP,46000,41.6193,-83.7082,Holland,Ohio
ENTHONE,55000,41.7402,-87.8067,Bridgeview,Illinois
STEEL DYNAMICS,432554,41.1613,-85.4855,Columbia City,Indiana
ALLNEX USA INC.,337000,42.2749,-85.5881,Kalamazoo,Michigan
BASF Corporation,8251,40.7772,-74.3953,Florham Park,New Jersey
"Liphatech, Inc.",738000,43.064,-87.9669,Milwaukee,Wisconsin
AK STEEL CORPORATION,50000,40.7656,-82.5275,Mansfield,Ohio
"TRADEBE TREATMENT AND RECYCLING,LLC",11000,41.6484,-87.4536,East Chicago,Indiana
BP Products North America Inc.,50313,41.6731,-87.4843,Whiting,Indiana
"Whole Foods Market Group, Inc",36485,41.5468,-87.5037,Munster,Indiana
"Toledo Refining Company, LLC",11518,41.6528,-83.432,Oregon,Ohio
PILKINGTON NORTH AMERICA,93073,41.3529,-88.8313,Ottawa,Illinois
LINDE GAS NORTH AMERICA,111707,41.6317,-88.1,Romeoville,Illinois
CARMEUSE LIME MILLERSVILLE,140000,41.3403,-83.2921,Helena,Ohio
POET BIOREFINING CLOVERDALE,181000,39.5211,-86.7995,Cloverdale,Indiana
"SENSIENT FLAVORS, INC. - HARBOR BEACH",215860,43.8456,-82.6555,Harbor Beach,Michigan
THE ANDERSONS CLYMERS ETHANOL,99100,40.7472,-86.3519,Logansport,Indiana
SUNOCO,149500,41.6528,-83.432,Oregon,Ohio
"Cargill, Inc.",70000,42.8262,-82.493,Saint Clair,Michigan
WRR Environmental Services Co Inc,76042,44.8203,-91.4951,Eau Claire,Wisconsin
STEPAN COMPANY,47250,42.1026,-87.7791,Northfield,Illinois
STEPAN COMPANY,7500,42.1026,-87.7791,Northfield,Illinois
"ExxonMobil Oil Corporation Corp, Joliet Refinery",39870,41.4202,-88.2624,Channahon,Illinois
Logan Aluminum Inc.,285000,36.8393,-86.895,Russellville,Kentucky
"Dyno Nobel , Inc.",42614,47.555,-92.3232,Biwabik,Minnesota
Sunoco LP,990000,41.161,-82.2268,Wellington,Ohio
BUCKEYE PIPE LINE COMPANY LP AND WEST SHORE PIPE LINE COMPANY,400000,41.5904,-88.0292,Lockport,Illinois
"US Foods, Inc., Fairfield Ohio",178125,39.3301,-84.5405,Fairfield,Ohio
"The Andersons, Inc.",5400,42.0411,-84.7569,Litchfield,Michigan
"Marion Ethanol, LLC d/b/a POET Biorefining-Marion",42789,40.5933,-83.1236,Marion,Ohio
ExxonMobil Oil Corporation,425000,41.4202,-88.2624,Channahon,Illinois
PPG Industries OH,72788,41.4767,-81.6805,Cleveland,Ohio
POET BIOREFINING - ALEXANDRIA,89200,40.2583,-85.676,Alexandria,Indiana
SYSTECH ENVIRONMENTAL CORPORATION (FKA LAFARGE COR,268000,41.1424,-84.5824,Paulding,Ohio
General Electric Company,52495,39.2508,-84.4265,Evendale,Ohio
POET BIOREFINING MARION,120000,40.5933,-83.1236,Marion,Ohio
"PERSTORP POLYOLS, INC.",556250,41.6639,-83.5822,Toledo,Ohio
POET BIOREFINING FOSTORIA,120000,41.1601,-83.4119,Fostoria,Ohio
THE HILLSHIRE BRANDS,67982,44.7547,-85.6035,Traverse City,Michigan
TATE & LYLE,970000,39.8556,-88.9337,Decatur,Illinois
DUKE ENERGY CORPORATION (FORMERLY PSI ENERGY - GIB,199000,38.2718,-87.6919,Owensville,Indiana
CHRYSLER CORP,49571,42.3834,-83.1024,Detroit,Michigan
ArcelorMittal Minorca Mine,177500,47.5172,-92.5121,Virginia,Minnesota
Arysta Lifescience America Inc d/b/a Veto-Pharma,7500,40.6943,-73.9249,New York,New York
"Sears Home Improvement Products, Inc. (Expedited R",277000,28.7018,-81.3488,Longwood,Florida
"K. A. Steel Chemicals, Inc.",7150,41.7949,-88.017,Downers Grove,Illinois
VALSPAR CORPORATION,40000,42.8124,-70.8879,Newburyport,Massachusetts
OSRAM SYLVANIA PUERTO RICO CORP,18394,18.3735,-65.7218,Luquillo,Puerto Rico
"Oxyvinyls, LP",61000,39.7612,-75.4077,Pedricktown,New Jersey
Becton Dickinson Caribe Ltd.,31000,18.1894,-65.9674,San Lorenzo,Puerto Rico
"The TJX Companies, Inc.",299000,42.3085,-71.4368,Framingham,Massachusetts
"Canton Drop Forge, Inc.",431100,40.8076,-81.3677,Canton,Ohio
"CRANE COMPOSITES, INC",48856,41.5741,-85.8304,Goshen,Indiana
"G & K SERVICES, INC.",280000,41.7495,-87.8345,Justice,Illinois
"Valmont - Empire Galvanizing (Franklin Park, IL)",21700,41.9361,-87.8794,Franklin Park,Illinois
"Koppers Inc. (Galesburg, IL)",9740,40.9506,-90.3763,Galesburg,Illinois
"AK STEEL, MANSFIELD WORKS",50000,40.7656,-82.5275,Mansfield,Ohio
POET BIOREFINING - LEIPSIC ETHANOL PLANT,110000,41.1094,-83.9676,Leipsic,Ohio
AVENTINE RENEWABLE ENERGY -MT. VERNON,119900,37.9364,-87.8955,Mount Vernon,Indiana
CELANESE CORP. (FORMERLY NATIONAL STARCH AND CHEMI,555000,39.8311,-90.5571,Meredosia,Illinois
GUARDIAN INDUSTRIES CORP,22286,42.0572,-83.3898,Carleton,Michigan
"REPUBLIC STEEL, INC.",259000,40.8076,-81.3677,Canton,Ohio
"NESTLE USA, INC.",69399,40.0874,-85.692,Anderson,Indiana
JUPITER ALUMINUM CORPORATION,140394,39.5849,-85.8627,Fairland,Indiana
PPG INDUSTRIES - DELAWARE,50000,40.2866,-83.0747,Delaware,Ohio
TEMPLE-INLAND FOREST PRODUCTS CORPORATIO,12155,31.5164,-87.328,Monroeville,Alabama
"AMERICAN SYNTHETIC RUBBER COMPANY, LLC",14700,38.1662,-85.6488,Louisville,Kentucky
"CSX TRANSPORTATION, INC.",8602,37.341,-87.5033,Madisonville,Kentucky
"CHS, Inc.",17440,47.3146,-95.9673,Mahnomen,Minnesota
"ERGON REFININIG, INC.",23013,32.3173,-90.8868,Vicksburg,Mississippi
"POLYCHEMIE, INC.",75000,30.2492,-89.6047,Pearlington,Mississippi
"TYSON FOODS, INC.",28800,32.3173,-90.8868,Vicksburg,Mississippi
SARA LEE BAKERY GROUP INC.,23010,35.9045,-77.5563,Tarboro,North Carolina
UNITED PARCEL SERVICE (UPS),5200,32.0282,-81.1786,Savannah,Georgia
EPCO CARBON DIOXIDE PRODUCTS,24375,31.5803,-90.4432,Brookhaven,Mississippi
"CAL-MAINE FARMS, INC.",475000,32.3326,-90.6055,Edwards,Mississippi
"Liphatech, Inc.",7500,43.064,-87.9669,Milwaukee,Wisconsin
"ENERSYS DELAWARE, INC.",211685,37.7241,-84.2928,Richmond,Kentucky
FLOWERS FROZEN BAKERY,5600,32.347,-86.2663,Montgomery,Alabama
AIR LIQUIDE INDUSTRIAL U.S. LP,13662,36.0163,-87.9696,New Johnsonville,Tennessee
"DSM CHEMICAL NORTH AMERICA, LLC",200766,33.3645,-82.0708,Augusta,Georgia
"Meijer, Inc.",165000,42.9615,-85.6557,Grand Rapids,Michigan
NUFARM AMERICAS,15000,41.6701,-87.7368,Alsip,Illinois
NUFARM AMERICAS,15000,41.6701,-87.7368,Alsip,Illinois
"Menard, Inc.",348600,44.8203,-91.4951,Eau Claire,Wisconsin
"PMC ORGANOMETALLIX, INC.",48942,30.9296,-88.0179,Axis,Alabama
"NORCROSS FOOTWEAR, INC.",18600,41.4699,-90.5827,Rock Island,Illinois
"ENKEI FLORIDA, INC.",53290,30.3322,-81.6749,Jacksonville,Florida
"AKZO NOBEL CHEMICALS, INC.",5600,41.8373,-87.6861,Chicago,Illinois
WAYNE DISPOSAL INC.,17000,42.2022,-83.4838,Belleville,Michigan
DAVISCO FOOD INTERNATIONAL INC.,5000,44.4703,-93.9025,Le Sueur,Minnesota
"CLEAN HARBORS RECYCLING SERVICES OF CHICAGO, LLC.",73026,41.8373,-87.6861,Chicago,Illinois
"Michigan Disposal, Inc.",390124,42.2022,-83.4838,Belleville,Michigan
Mayo Clinic Health System,98200,43.8241,-91.2268,La Crosse,Wisconsin
"Union Pacific Railroad Co. (Omaha, NE)",28775,38.5144,-90.2167,Dupo,Illinois
"Valero Renewable Fuels (Jefferson, WI)",7500,43.0044,-88.8084,Jefferson,Wisconsin
"FirstEnergy Corp. (Akron, OH)",214604,41.4767,-81.6805,Cleveland,Ohio
SWAGELOK COMPANY,15519,41.3864,-81.4401,Solon,Ohio
HILTON CHICAGO AND TOWERS,25000,41.8373,-87.6861,Chicago,Illinois
VOITH PAPER,5000,44.2774,-88.3894,Appleton,Wisconsin
"Kraton Polymers (Belpre, OH)",108800,39.2815,-81.5971,Belpre,Ohio
LIMA REFINING,2603491,40.7409,-84.1121,Lima,Ohio
EXIDE CORPORATION(GENERAL BATTERY CORP.),820000,40.1989,-85.395,Muncie,Indiana
ASHLAND CHEMICAL CO.,650000,42.7142,-84.56,Lansing,Michigan
SPECTRO ALLOYS CORPORATION,52588,44.7465,-93.0662,Rosemount,Minnesota
MESABI NUGGET LLC,150000,47.531,-92.2401,Aurora,Minnesota
MERIT ENERGY - KALKASKA,885000,44.7322,-85.1782,Kalkaska,Michigan
SOLUTIA INC.,438903,42.1395,-83.193,Trenton,Michigan
BRIDGESTONE AMERICAS TIRE OPERATIONS,63000,40.4757,-88.9705,Bloomington,Illinois
"ENVIRO-SAFE REFRIGERANTS, INC",300000,40.5677,-89.6263,Pekin,Illinois
"IMPERIAL ALUMINUM - MINERVA, LLC",148553,40.7307,-81.1023,Minerva,Ohio
"Oxbow Midwest Calcinating, LLC",118326,41.6698,-87.983,Lemont,Illinois
"S.C. Johnson & Son, Inc.",15600,42.7274,-87.8135,Racine,Wisconsin
Henkel Corporation,141700,42.4934,-83.027,Warren,Michigan
Royster-Clark (Lanark) (now Crop Production Svcs),10478,42.1019,-89.8328,Lanark,Illinois
Stepan Company,20800,42.1026,-87.7791,Northfield,Illinois
Stepan Company,12870,42.1026,-87.7791,Northfield,Illinois
Peter Cremer North America,98000,39.1412,-84.5059,Cincinnati,Ohio
Keysone Automotive Industries,15345,42.9615,-85.6557,Grand Rapids,Michigan
BNSF Railway (Fort Worth),15716,44.9635,-93.2678,Minneapolis,Minnesota
THE DOW CHEMICAL COMPANY,67500,43.6239,-84.2315,Midland,Michigan
GREEN PLAINS BLUFFTON LLC,60000,40.7426,-85.173,Bluffton,Indiana
Specialty Gases of America (SB),5318,41.6639,-83.5822,Toledo,Ohio
"Nufarm Americas, Inc.",7500,41.7485,-87.9198,Burr Ridge,Illinois
"VALERO RENEWABLE FUELS COMPANY, LLC",75347,40.189,-86.9028,Linden,Indiana
NUFARM AMERICAS INC,37500,41.6701,-87.7368,Alsip,Illinois
The Dow Chemicla Company,232500,43.6239,-84.2315,Midland,Michigan
THE DOW CHEMICAL COMPANY,277500,43.6239,-84.2315,Midland,Michigan
POET BIOREFINING,110000,43.9096,-95.0461,Bingham Lake,Minnesota
AK STEEL CORPORATION,465000,39.5032,-84.3659,Middletown,Ohio
3M COTTAGE GROVE INCINERATOR,50000,44.8161,-92.9274,Cottage Grove,Minnesota
FERRARA PAN CANDY CO,158500,41.8683,-87.8157,Forest Park,Illinois
CHEVRON U.S.A. PRODUCTION COMPANY,5000,29.7868,-95.3905,Houston,Texas
Mid-Valley Pipeline Company,300000,32.9667,-93.1376,Haynesville,Louisiana
"Farmland Industries, Inc.",750000,36.7356,-95.9451,Bartlesville,Oklahoma
La Gloria,624000,32.3184,-95.3065,Tyler,Texas
Alon USA,1956250,32.2387,-101.4802,Big Spring,Texas
Maverick Tube LLC (DBA Tenaris Conroe),43281,30.322,-95.4807,Conroe,Texas
Hilcorp Energy,5900,29.7868,-95.3905,Houston,Texas
Ms. Ignacia S. Moreno,411236,29.4128,-94.9658,Texas City,Texas
Trelleborg Offshore US Inc,27435,29.7868,-95.3905,Houston,Texas
Ashland Inc.,25000,29.9765,-93.946,Port Neches,Texas
"Nestle Professional Vitality (Chicago, IL)",65000,41.8373,-87.6861,Chicago,Illinois
United States Cold Storage LP,30000,32.7814,-97.3473,Fort Worth,Texas
INEOS Nitriles USA LLC,174250,28.6181,-96.6278,Port Lavaca,Texas
"WASTE MANAGEMENT OF NEBRASKA, INC",9999,41.3682,-96.1617,Bennington,Nebraska
"YRC, Inc. (Overland Park, KS)",36562,38.887,-94.687,Overland Park,Kansas
NEBRASKA BY PRODUCTS,1142937,40.7779,-99.7461,Lexington,Nebraska
WASTE MANAGEMENT OF NEBRASKA,27500,41.3682,-96.1617,Bennington,Nebraska
ULTRAMAR DIAMOND SHAMROCK,33751,41.3099,-105.6086,Laramie,Wyoming
AMOCO PIPELINE CO.,45000,47.927,-102.9416,Keene,North Dakota
KENAN TRANSPORT CO,36896,35.9269,-79.039,Chapel Hill,North Carolina
PUBLIC SERVICE CO RIFLE GAS PLANT,50000,39.5361,-107.772,Rifle,Colorado
FRONTIER REFINING LLC,97000,41.1406,-104.7926,Cheyenne,Wyoming
EP Energy E&P Company Babcock 2-12 B4 Well,9952,40.3587,-110.2886,Altamont,Utah
SAMSON RESOURCES COMPANY,12100,37.1178,-107.6375,Ignacio,Colorado
TEXACO EXPLORATION AND PRODUCTION,305000,37.2563,-109.303,Montezuma Creek,Utah
"Ryder (Miami, FL) Parent Company",180000,42.7677,-86.0984,Holland,Michigan
CHEMTRADE LOGISTICS (FORMERLY MARSULEX),164285,41.6528,-83.432,Oregon,Ohio
INTERNATIONAL AUTOMOTIVE COMPONENTS A/K/A LEAR COR,35000,42.9822,-82.4387,Port Huron,Michigan
"SEVERSTAL DEARBORN, INC.",1690126,42.3127,-83.2129,Dearborn,Michigan
Chevron U.S.A. Inc.,5000,37.9477,-122.339,Richmond,California
Interstate Brands Corporation,1125000,34.1818,-118.2468,Glendale,California
Eastman Chemical Corporation,97900,33.924,-118.2017,Lynwood,California
Weyerhaeuser,19343,33.893,-118.2275,Compton,California
Tony's Fine Foods,11000,39.1357,-121.6381,Yuba City,California
CVS Caremark Corporation,6500,33.6872,-111.865,Scottsdale,Arizona
"ArcelorMittal Warren, Inc.",79350,41.2388,-80.8177,Warren,Ohio
Ardagh Glass Inc.,21402,40.172,-84.9766,Winchester,Indiana
Arch Chemicals,52000,47.6211,-122.3244,Seattle,Washington
THE SHERWIN-WILLIAMS COMPANY,62400,41.4767,-81.6805,Cleveland,Ohio
Nufarm Americas Inc.,22500,41.7485,-87.9198,Burr Ridge,Illinois
Nufarm Americas Inc.,105000,41.7485,-87.9198,Burr Ridge,Illinois
Golden Valley Electric Association LLC,110570,63.9454,-149.0152,Healy,Alaska
"Wilbur-Ellis Company (Central Ferry, WA)",12100,46.8014,-117.9026,La Crosse,Washington
BASF Corporation,7500,40.7772,-74.3953,Florham Park,New Jersey
Nestle Purina Petcare Company,395000,38.6358,-90.2451,Saint Louis,Missouri
"HERESITE PROTECTIVE COATINGS, INC.",197317,44.0991,-87.6811,Manitowoc,Wisconsin
CONSTELLIUM,15000,34.7436,-87.6344,Muscle Shoals,Alabama
INEOS PHENOL,20000,30.5408,-88.1885,Theodore,Alabama
PLAINS MARKETING LP,6000,30.6783,-88.1162,Mobile,Alabama
HEXCEL CORP,20000,32.907,-111.7624,Casa Grande,Arizona
LEHIGH SOUTHWEST CEMENT COMPANY,7000,37.3168,-122.0465,Cupertino,California
AIR LIQUIDE LARGE INDUSTRIES US LP,9000,38.0368,-122.2526,Rodeo,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,California
CHEVRON PRODUCTS COMPANY,9000,37.9477,-122.339,Richmond,California
LOS ESTEROS CRITICAL ENERGY FACILITY,7500,37.3018,-121.8485,San Jose,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
SPECIALTY MINERALS INC.,6250,34.4427,-116.9021,Lucerne Valley,California
THE BOEING CO-C-17 PROGRAM,17000,33.8059,-118.161,Long Beach,California
CHEVRON PRODUCTS CO,15000,33.9169,-118.4021,El Segundo,California
Tate & Lyle Ingredients Americas LLC (Decatur),79100,39.8556,-88.9337,Decatur,Illinois
"Tate & Lyle Ingredients Americas (Decatur, IL)",50000,39.8556,-88.9337,Decatur,Illinois
HENKEL ELECTRONIC MATERIALS LLC,5000,33.893,-118.2275,Compton,California
CALIFORNIA STEEL INDUSTRIES INC,5000,34.0968,-117.4599,Fontana,California
"Lucite International, Inc.",19100000,35.1047,-89.9773,Memphis,Tennessee
CHEVRON USA,6000,35.353,-119.036,Bakersfield,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,California
CHEVRON USA_(FORMERLY MIDWAY SUNSET OIL),11676,35.353,-119.036,Bakersfield,California
CHEVRON USA_(FORMERLY MIDWAY SUNSET OIL),6000,35.353,-119.036,Bakersfield,California
