company,penalty,lat,lon,city,industry,state
"Lesco, Inc.",465300,41.3128,-81.8313,Strongsville,agricultural equipment,Ohio
Explorer Piepline,3300000,29.7868,-95.3905,Houston,pipelines,Texas
Cimarex Energy,14000,33.6391,-97.1488,Gainesville,oil and gas,Texas
Shell Pipeline,25000,30.0687,-89.9288,New Orleans,oil & gas,Louisiana
NuStar Logistics,6000,27.7173,-97.3822,Corpus Christi,pipelines,Texas
"EOG Resources, Inc.",16500,29.7868,-95.3905,Houston,oil & gas,Texas
MeadWestvaco,12000,30.3369,-94.06,Evadale,packaging,Texas
"PULTE HOMES, INC.",70775,42.578,-83.2457,Bloomfield Hills,homebuilding,Michigan
Kansas City Southern,18816,32.4659,-93.7959,Shreveport,railroads,Louisiana
Pogo Producing Company,5400,29.7868,-95.3905,Houston,mining,Texas
Ben E. Keith Foods,50000,32.7814,-97.3473,Fort Worth,distributor of foodservice items and alcoholic beverages,Texas
Diamond Shamrock Three Rivers Refinery,17000,28.4668,-98.1784,Three Rivers,oil & gas,Texas
Goodyear Tire & Rubber Company,45133,30.0849,-94.1451,Beaumont,automotive parts-tires,Texas
Lion Oil Company,33000,33.2184,-92.664,El Dorado,oil & gas,Arkansas
Columbian Chemicals Company,163084,29.7597,-91.4284,Centerville,diversified,Louisiana
Freeport-McMoRan Tyrone Inc (NMR05A918),15186,32.7099,-108.3028,Tyrone,mining,New Mexico
Freeport-McMoRan Chino Mines Co (NMR05A945),32560,32.6982,-108.1321,Hurley,mining,New Mexico
El Paso Production Oil & Gas Company,5100,29.7868,-95.3905,Houston,pipelines,Texas
Callon Petroleum Operating Company,5400,31.5437,-91.3867,Natchez,oil & gas,Mississippi
Marathon Oil Company,5400,29.7868,-95.3905,Houston,oil & gas,Texas
Kerr-McGee Oil & Gas,32000,30.1738,-95.5134,The Woodlands,oil & gas,Texas
"Chevron U.S.A., Inc.",32000,30.4808,-90.1122,Covington,oil & gas,Louisiana
Valent USA Corporation,27300,37.9025,-122.0398,Walnut Creek,diversified,California
TARGA SOUND TERMINAL,7200,47.2431,-122.4531,Tacoma,pipelines,Washington
Stone Energy,28875,30.2083,-92.0322,Lafayette,oil & gas,Louisiana
Stone Energy,150722,30.2083,-92.0322,Lafayette,oil & gas,Louisiana
"Aleris International, Inc.",154487,36.009,-96.0983,Sapulpa,private equity (including portfolio companies),Oklahoma
BASF Corporation,128066,30.0849,-94.1451,Beaumont,chemicals,Texas
"XTO Energy, Inc - Teague Townsite Plant",11000,32.7814,-97.3473,Fort Worth,oil & gas,Texas
"DARIGOLD, INC.",42496,45.5372,-122.65,Portland,food products,Oregon
TDC Energy LLC,18000,30.2083,-92.0322,Lafayette,oil & gas,Louisiana
Lowe's Home Centers/EMJ Corporation,5400,32.8834,-105.9627,Alamogordo,retail-home improvement,New Mexico
"Mahard Egg Farms, Inc.",11000,34.2401,-96.552,Milburn,food products,Oklahoma
Exide Technologies,45000,33.1553,-96.8218,Frisco,batteries,Texas
Rexam Beverage Can Co.,5000,35.4676,-97.5136,Oklahoma City,packaging,Oklahoma
"Mitsubishi Caterpillar Forklift America, Inc",74900,29.7868,-95.3905,Houston,diversified,Texas
Sinclair Oil Corporation,19000,36.1284,-95.9042,Tulsa,oil & gas,Oklahoma
PPG Industries,28344,46.146,-122.963,Longview,chemicals,Washington
"Lion Oil Trading and Transportation, Inc",22500,33.2184,-92.664,El Dorado,oil & gas,Arkansas
Shell Pipeline Co. LP(Hearne Release),17600,29.7868,-95.3905,Houston,oil & gas,Texas
"Entergy Gulf States, Inc.",7476,30.0849,-94.1451,Beaumont,utilities,Texas
"Southern Foods Group, LP",27500,32.7937,-96.7662,Dallas,food products,Texas
"Equistar Chemicals, LP",11000,29.3871,-95.2934,Alvin,chemicals,Texas
"Mahard Egg Farms, Inc.",12672,34.2401,-96.552,Milburn,food products,Oklahoma
Innophos (Rhodia Chemical Co.),1398000,30.2044,-91.0226,Geismar,specialty ingredients,Louisiana
"Univar USA, Inc.",76000,30.3006,-97.7517,Austin,wholesalers-chemicals,Texas
"Coeur Alaska, Inc Kensington Gold Mine",7500,58.444,-134.1515,Juneau,mining,Alaska
Cargill aka Cerestar,30769,34.5325,-102.3111,Dimmitt,agribusiness,Texas
Lion Oil Company,26000,33.2184,-92.664,El Dorado,oil & gas,Arkansas
CITGO Refining and Chemicals Company L.P.,13000,27.7173,-97.3822,Corpus Christi,oil & gas,Texas
KB Home Lone Star LP,21500,29.5894,-97.9659,Seguin,homebuilding,Texas
Baker Petrolite Corporation,8000,60.5619,-151.1985,Kenai,diversified,Alaska
Exxon Mobil Corporation,12000,30.0613,-95.383,Spring,oil & gas,Texas
"Total Fina Elf E&P USA, Inc.",110400,29.7868,-95.3905,Houston,oil & gas,Texas
"W&T Offshore, Inc. (GMG290067)",289211,29.7868,-95.3905,Houston,oil & gas,Texas
ConocoPhillips Company,45000,30.2083,-92.0322,Lafayette,oil & gas,Louisiana
Wood Protection LP,10098,29.7868,-95.3905,Houston,chemicals,Texas
Newfield Exploration Company,49800,29.7868,-95.3905,Houston,oil & gas,Texas
"Premcor Refining Group, Inc.",35094,29.8554,-93.9264,Port Arthur,oil & gas,Texas
Union Carbide,392557,29.9986,-90.4036,Norco,chemicals,Louisiana
"Weatherford International, Inc.",14300,29.7868,-95.3905,Houston,oilfield services,Texas
Teccor Electronics,5000,32.8584,-96.9702,Irving,circuit protection products,Texas
Cameco Industries,94000,29.7941,-90.8163,Thibodaux,agricultural equipment,Louisiana
TYCO FIRE PRODS.,5000,33.5643,-101.8871,Lubbock,automotive parts; business services,Texas
TEXAS INSTRUMENTS,5000,33.6266,-96.6195,Sherman,semiconductors,Texas
HALLIBURTON ENERGY SERVICES INC. SECURITY DB,5000,29.7868,-95.3905,Houston,oilfield services,Texas
CABOT CORP. PAMPA DEVELOPMENT MFG. CENTER,5000,35.5479,-100.965,Pampa,chemicals,Texas
CHALMETTE REFINING L.L.C.,5000,29.9438,-89.966,Chalmette,oil & gas,Louisiana
TE Products Pipeline Company,2865000,30.1291,-93.9967,Vidor,oil & gas,Texas
Calpine Natural Gas L.P.,8460,29.7868,-95.3905,Houston,power generation,Texas
Hunt Petroleum Corporation,11000,32.7937,-96.7662,Dallas,oil & gas,Texas
Dynegy Midstream Services,20000,33.296,-97.7987,Chico,power systems,Texas
ExxonMobil Production Company,5000,29.7868,-95.3905,Houston,oil & gas,Texas
Equistar Chemicals,195000,30.229,-93.356,Sulphur,chemicals,Louisiana
"Isomedix Operations, Inc.",41200,31.8479,-106.4309,El Paso,medical supplies,Texas
"SYSCO Food Services of Dallas, LP",22000,32.7937,-96.7662,Dallas,wholesalers-food products,Texas
Owens Corning,6000,32.4036,-96.8428,Waxahachie,building materials,Texas
Centex Homes,203824,32.7937,-96.7662,Dallas,homebuilding,Texas
KB Homes/Desert Pines II and III,267067,34.1139,-118.4068,Los Angeles,homebuilding,California
"Mobil Exploration & Producing U.S., Inc.",10000,29.7868,-95.3905,Houston,oil & gas,Texas
Corporation Service Company,157658,33.9072,-98.5293,Wichita Falls,industrial components,Texas
Bollinger Gulf Rpr,37770,30.0687,-89.9288,New Orleans,shipbuilding,Louisiana
"Univar U.S.A., Inc.",23760,35.4676,-97.5136,Oklahoma City,wholesalers-chemicals,Oklahoma
"Dresser, Inc.",34832,31.3414,-92.4096,Pineville,diversified,Louisiana
CHAMPION TECHNOLOGIES,20380,32.3979,-94.8603,Kilgore,cleaning products,Texas
PENNZOIL-QUAKER STATE COMPANY,85400,32.4659,-93.7959,Shreveport,oil & gas,Louisiana
SID RICHARDSON,13250,30.3652,-91.2659,Addis,carbon black,Louisiana
terex mining,10026,36.1284,-95.9042,Tulsa,construction equipment,Oklahoma
"TE Products Pipeline Company, L.P.",76350,33.6712,-97.9053,Stoneburg,oil & gas,Texas
OCCIDENTAL PERMIAN LTD.,11000,33.3635,-100.6597,Girard,oil & gas,Texas
EQUILON PIPELINE COMPANY LLC,12000,30.0601,-91.7378,Loreauville,oil & gas,Louisiana
SUN PIPE LINE COMPANY,11000,32.3995,-100.8582,Colorado City,pipelines,Texas
SUN PIPE LINE COMPANY,9900,30.049,-94.7903,Liberty,pipelines,Texas
SUN PIPE LINE COMPANY,12000,34.7682,-96.6689,Ada,pipelines,Oklahoma
"TRANSMONTAIGNE, INC.",12600,32.3184,-95.3065,Tyler,private equity (including portfolio companies),Texas
CONOCO PIPE LINE COMPANY,12000,33.2235,-98.1589,Jacksboro,oil & gas,Texas
"ALON USA, INC.",14700,30.7792,-95.9469,Bedias,oil & gas,Texas
"Lion Oil Trading & Transportation, Inc.",5000,33.2184,-92.664,El Dorado,oil & gas,Arkansas
Forest Oil Corporation,5000,31.3627,-96.1455,Jewett,oil & gas,Texas
FOREST OIL CORPORATION,5000,29.868,-90.4398,Paradis,oil & gas,Louisiana
OZONA STA,64480,30.7074,-101.2059,Ozona,oil & gas,Texas
Lion Oil Company,708000,33.2184,-92.664,El Dorado,oil & gas,Arkansas
Columbian Chemicals Company,115000,33.2184,-92.664,El Dorado,diversified,Arkansas
Engelhard Corporation,8000,29.6584,-95.1499,Pasadena,chemicals,Texas
"Yellow Transportation, Inc.",7000,32.7937,-96.7662,Dallas,freight services,Texas
"SOUTHERN FOODS GROUP, L.P.",10000,32.7937,-96.7662,Dallas,food products,Texas
ALBERTSON'S #4231,19800,32.6869,-97.0209,Grand Prairie,private equity (including portfolio companies),Texas
"SOUTHERN FOODS GROUP, L.P./OAK FARMS DAI",10000,29.7868,-95.3905,Houston,food products,Texas
SOUTHWEST AIRLINES CO.,15000,32.7937,-96.7662,Dallas,airlines,Texas
Ford Motor Co.,75000,29.7607,-94.9628,Baytown,motor vehicles,Texas
"CWM Chemical Services, LLC",78475,43.1851,-78.9837,Model City,waste management,New York
EQUILON PIPELINE COMPANY LLC,5000,35.5479,-100.965,Pampa,oil & gas,Texas
"BP AMOCO PIPELINE, MP 14.8",5000,36.1857,-96.4904,Terlton,oil & gas,Oklahoma
PENNZOIL-QUAKER STATE COMPANY,134418,32.4659,-93.7959,Shreveport,oil & gas,Louisiana
"BP PIPELINES (NORTH AMERICA), INC.",80133,36.9287,-87.2172,Allegre,oil & gas,Kentucky
"TYSON PREPARED FOODS, INC.",24882,34.037,-80.9042,Columbia,poultry processing and meatpacking,South Carolina
"OMNOVA SOLUTIONS, INC.",7090,40.3277,-79.6139,Jeannette,chemicals,Pennsylvania
ENRON METHANOL COMPANY,30500,29.6584,-95.1499,Pasadena,power systems,Texas
"TRINITY MARINE PRODUCTS, INC.",42385,30.4006,-90.1656,Madisonville,transporation equipment,Louisiana
"STMICROELECTRONICS, INC.",5000,32.9886,-96.9,Carrollton,semiconductors,Texas
"REMINGTON ARMS CO., INC.",5000,34.7908,-91.9069,Lonoke,private equity (including portfolio companies),Arkansas
DANAHER TOOL GROUP,5000,36.1898,-94.1573,Springdale,private equity (including portfolio companies),Arkansas
AMERICAN SYNTHETIC RUBBER COMPANY (ASRC),5800,38.1662,-85.6488,Louisville,automotive parts-tires,Kentucky
UNIVERSAL STUDIOS WATER PARKS FLORIDA LLC,11500,28.4788,-81.342,Orlando,telecommunications; media,Florida
CENTURY ALUMINUM SEBREE LLC,69000,37.6766,-87.5333,Robards,metals,Kentucky
"TYSON FOODS, INC.",5000,31.7929,-94.1795,Center,poultry processing and meatpacking,Texas
WINN DIXIE GROCERY STORE,5500,32.8176,-97.2707,Haltom City,retail-supermarkets,Texas
TE PRODUCTS PIPELINE COMPANY,55000,32.4659,-93.7959,Shreveport,oil & gas,Louisiana
AMERICAN NATIONAL CAN CO.,5000,41.8373,-87.6861,Chicago,packaging,Illinois
"EQUISTAR CHEMICALS, LP",22000,30.229,-93.356,Sulphur,chemicals,Louisiana
"GEORGIA GULF LAKE CHARLES, LLC",30000,30.2604,-93.2635,Westlake,chemicals,Louisiana
CROWN CENTRAL PETROLEUM CORP.,15300,29.6584,-95.1499,Pasadena,oil & gas,Texas
EQUISTAR CHEMICALS L.P.,24108,29.7914,-95.1145,Channelview,chemicals,Texas
"BAROID DRILLING FLUIDS, INC.",18785,30.0687,-89.9288,New Orleans,oilfield services,Louisiana
"SAFETY-KLEEN SYSTEMS, INC.",105433,33.2176,-97.1421,Denton,waste management,Texas
EXXON MOBIL PIPELINE COMPANY,8000,32.1576,-94.796,Henderson,oil & gas,Texas
CF&I Steel,13000,38.2701,-104.6131,Pueblo,steel,Colorado
KING SOOPERS WESTWOODS DEVELOPMENT,29500,39.8321,-105.151,Arvada,retail-supermarkets,Colorado
PPG INDUSTRIES INC D/B/A PPG PAINTS,12838,41.5725,-93.6104,Des Moines,chemicals,Iowa
"DOLLAR TREE STORES, INC",120000,36.6778,-76.3024,Chesapeake,retail-discount stores,Virginia
CESSNA AIRCRAFT CO,16074,37.6897,-97.3442,Wichita,aerospace & military contracting,Kansas
Freudenberg North America Limited Partnership,5000,44.0234,-90.0716,Necedah,diversified,Wisconsin
"IBP, INCORPORATED",501230,31.7544,-95.6471,Palestine,poultry processing and meatpacking,Texas
VITRO FLAT GLASS LLC,12000,36.7834,-119.7941,Fresno,glass products,California
SHELL CHEMICAL COMPANY,37508,29.9986,-90.4036,Norco,oil & gas,Louisiana
ALBEMARLE CORPORATION,9000,29.6584,-95.1499,Pasadena,chemicals,Texas
AMOCO PIPELINE COMPANY,1050000,29.4128,-94.9658,Texas City,oil & gas,Texas
CROWN CENTRAL PETROLEUM CORPORATION,249000,29.6584,-95.1499,Pasadena,oil & gas,Texas
ULTRAMAR DIAMOND SHAMROCK CORPORATION,1200000,28.4668,-98.1784,Three Rivers,oil & gas,Texas
Kester LLC,74165,41.9773,-88.0182,Itasca,industrial equipment,Illinois
"Aldrich Chemical, LLC",5000,43.064,-87.9669,Milwaukee,pharmaceuticals,Wisconsin
Aldrich Chemical,5000,43.064,-87.9669,Milwaukee,pharmaceuticals,Wisconsin
"DAP Products, Inc.",5000,39.9643,-84.186,Tipp City,chemicals,Ohio
"EMCO CHEMICAL DISTRIBUTORS, INC.",276963,42.3172,-87.8596,North Chicago,wholesalers-chemicals,Illinois
HERITAGE CRYSTAL CLEAN LLC,12054,39.7771,-86.1458,Indianapolis,waste management,Indiana
"BP PRODUCTS NORTH AMERICA, WHITING, IN",151899,41.6731,-87.4843,Whiting,oil & gas,Indiana
"PACIFIC ETHANOL PEKIN, INC.",283163,40.5677,-89.6263,Pekin,ethanol,Illinois
TITAN TIRE CORPORATION OF BRYAN,136032,41.4711,-84.5489,Bryan,off-highway wheel and tire products,Ohio
Pharmacia and Upjohn Company LLC,34170,42.2,-85.5906,Portage,pharmaceuticals,Michigan
DTE ELECTRIC COMPANY - MONROE POWER PLANT,120000,41.9154,-83.3849,Monroe,utilities,Michigan
SAINT PAUL PARK REFINING - APO/CAFO,1487200,44.836,-92.9949,Saint Paul Park,oil & gas,Minnesota
SPECTRO ALLOYS,27400,44.7465,-93.0662,Rosemount,aluminum recycling,Minnesota
BP PRODUCTS NORTH AMERICA INC.,74212,41.6731,-87.4843,Whiting,oil & gas,Indiana
"Brenntag Great Lakes, LLC",126000,43.064,-87.9669,Milwaukee,wholesalers-chemicals,Wisconsin
MEDLINE INDUSTRIES,4930000,42.1026,-87.7791,Northfield,medical supplies,Illinois
STEPAN COMPANY,131440,42.1026,-87.7791,Northfield,chemicals,Illinois
"TEXTRON AVIATION,INC.",69957,39.7771,-86.1458,Indianapolis,aerospace & military contracting,Indiana
Mahle Behr USA Inc.,54000,42.5818,-83.1457,Troy,automotive parts,Michigan
Riverview Healthcare,5000,47.7747,-96.6062,Crookston,skilled nursing facilities,Minnesota
Ingredion Incorporated,162090,41.7669,-87.7915,Bedford Park,agribusiness,Illinois
POET BIOREFINING PORTLAND,128878,40.4377,-84.9835,Portland,ethanol,Indiana
JOHNSON CONTROLS BATTERY GROUP,46000,41.6193,-83.7082,Holland,automotive parts; business services,Ohio
ENTHONE,55000,41.7402,-87.8067,Bridgeview,chemicals,Illinois
STEEL DYNAMICS,432554,41.1613,-85.4855,Columbia City,steel,Indiana
ALLNEX USA INC.,337000,42.2749,-85.5881,Kalamazoo,private equity (including portfolio companies),Michigan
BASF Corporation,8251,40.7772,-74.3953,Florham Park,chemicals,New Jersey
"Liphatech, Inc.",738000,43.064,-87.9669,Milwaukee,agribusiness,Wisconsin
AK STEEL CORPORATION,50000,40.7656,-82.5275,Mansfield,metals,Ohio
"TRADEBE TREATMENT AND RECYCLING,LLC",11000,41.6484,-87.4536,East Chicago,waste management,Indiana
BP Products North America Inc.,50313,41.6731,-87.4843,Whiting,oil & gas,Indiana
"Whole Foods Market Group, Inc",36485,41.5468,-87.5037,Munster,retail-internet,Indiana
"Toledo Refining Company, LLC",11518,41.6528,-83.432,Oregon,private equity (including portfolio companies),Ohio
PILKINGTON NORTH AMERICA,93073,41.3529,-88.8313,Ottawa,glass products,Illinois
LINDE GAS NORTH AMERICA,111707,41.6317,-88.1,Romeoville,industrial gas,Illinois
CARMEUSE LIME MILLERSVILLE,140000,41.3403,-83.2921,Helena,minerals,Ohio
POET BIOREFINING CLOVERDALE,181000,39.5211,-86.7995,Cloverdale,ethanol,Indiana
"SENSIENT FLAVORS, INC. - HARBOR BEACH",215860,43.8456,-82.6555,Harbor Beach,chemicals,Michigan
THE ANDERSONS CLYMERS ETHANOL,99100,40.7472,-86.3519,Logansport,wholesalers-food products,Indiana
SUNOCO,149500,41.6528,-83.432,Oregon,pipelines,Ohio
"Cargill, Inc.",70000,42.8262,-82.493,Saint Clair,agribusiness,Michigan
WRR Environmental Services Co Inc,76042,44.8203,-91.4951,Eau Claire,environmental services,Wisconsin
STEPAN COMPANY,47250,42.1026,-87.7791,Northfield,chemicals,Illinois
STEPAN COMPANY,7500,42.1026,-87.7791,Northfield,chemicals,Illinois
"ExxonMobil Oil Corporation Corp, Joliet Refinery",39870,41.4202,-88.2624,Channahon,oil & gas,Illinois
Logan Aluminum Inc.,285000,36.8393,-86.895,Russellville,aluminum,Kentucky
"Dyno Nobel , Inc.",42614,47.555,-92.3232,Biwabik,fertilizers,Minnesota
Sunoco LP,990000,41.161,-82.2268,Wellington,pipelines,Ohio
BUCKEYE PIPE LINE COMPANY LP AND WEST SHORE PIPE LINE COMPANY,400000,41.5904,-88.0292,Lockport,pipelines,Illinois
"US Foods, Inc., Fairfield Ohio",178125,39.3301,-84.5405,Fairfield,wholesalers-food products,Ohio
"The Andersons, Inc.",5400,42.0411,-84.7569,Litchfield,wholesalers-food products,Michigan
"Marion Ethanol, LLC d/b/a POET Biorefining-Marion",42789,40.5933,-83.1236,Marion,ethanol,Ohio
ExxonMobil Oil Corporation,425000,41.4202,-88.2624,Channahon,oil & gas,Illinois
PPG Industries OH,72788,41.4767,-81.6805,Cleveland,chemicals,Ohio
POET BIOREFINING - ALEXANDRIA,89200,40.2583,-85.676,Alexandria,ethanol,Indiana
SYSTECH ENVIRONMENTAL CORPORATION (FKA LAFARGE COR,268000,41.1424,-84.5824,Paulding,building materials,Ohio
General Electric Company,52495,39.2508,-84.4265,Evendale,diversified,Ohio
POET BIOREFINING MARION,120000,40.5933,-83.1236,Marion,ethanol,Ohio
"PERSTORP POLYOLS, INC.",556250,41.6639,-83.5822,Toledo,private equity (including portfolio companies),Ohio
POET BIOREFINING FOSTORIA,120000,41.1601,-83.4119,Fostoria,ethanol,Ohio
THE HILLSHIRE BRANDS,67982,44.7547,-85.6035,Traverse City,poultry processing and meatpacking,Michigan
TATE & LYLE,970000,39.8556,-88.9337,Decatur,agribusiness,Illinois
DUKE ENERGY CORPORATION (FORMERLY PSI ENERGY - GIB,199000,38.2718,-87.6919,Owensville,utilities,Indiana
CHRYSLER CORP,49571,42.3834,-83.1024,Detroit,motor vehicles,Michigan
ArcelorMittal Minorca Mine,177500,47.5172,-92.5121,Virginia,steel,Minnesota
Arysta Lifescience America Inc d/b/a Veto-Pharma,7500,40.6943,-73.9249,New York,chemicals,New York
"Sears Home Improvement Products, Inc. (Expedited R",277000,28.7018,-81.3488,Longwood,retail-department stores,Florida
"K. A. Steel Chemicals, Inc.",7150,41.7949,-88.017,Downers Grove,chemicals,Illinois
VALSPAR CORPORATION,40000,42.8124,-70.8879,Newburyport,paints & coatings,Massachusetts
OSRAM SYLVANIA PUERTO RICO CORP,18394,18.3735,-65.7218,Luquillo,lighting equipment,Puerto Rico
"Oxyvinyls, LP",61000,39.7612,-75.4077,Pedricktown,oil & gas,New Jersey
Becton Dickinson Caribe Ltd.,31000,18.1894,-65.9674,San Lorenzo,medical supplies,Puerto Rico
"The TJX Companies, Inc.",299000,42.3085,-71.4368,Framingham,retail-apparel,Massachusetts
"Canton Drop Forge, Inc.",431100,40.8076,-81.3677,Canton,industrial services,Ohio
"CRANE COMPOSITES, INC",48856,41.5741,-85.8304,Goshen,industrial equipment,Indiana
"G & K SERVICES, INC.",280000,41.7495,-87.8345,Justice,business services,Illinois
"Valmont - Empire Galvanizing (Franklin Park, IL)",21700,41.9361,-87.8794,Franklin Park,metal products,Illinois
"Koppers Inc. (Galesburg, IL)",9740,40.9506,-90.3763,Galesburg,chemicals,Illinois
"AK STEEL, MANSFIELD WORKS",50000,40.7656,-82.5275,Mansfield,metals,Ohio
POET BIOREFINING - LEIPSIC ETHANOL PLANT,110000,41.1094,-83.9676,Leipsic,ethanol,Ohio
AVENTINE RENEWABLE ENERGY -MT. VERNON,119900,37.9364,-87.8955,Mount Vernon,ethanol,Indiana
CELANESE CORP. (FORMERLY NATIONAL STARCH AND CHEMI,555000,39.8311,-90.5571,Meredosia,chemicals,Illinois
GUARDIAN INDUSTRIES CORP,22286,42.0572,-83.3898,Carleton,diversified,Michigan
"REPUBLIC STEEL, INC.",259000,40.8076,-81.3677,Canton,metals,Ohio
"NESTLE USA, INC.",69399,40.0874,-85.692,Anderson,food products,Indiana
JUPITER ALUMINUM CORPORATION,140394,39.5849,-85.8627,Fairland,aluminum recycling,Indiana
PPG INDUSTRIES - DELAWARE,50000,40.2866,-83.0747,Delaware,chemicals,Ohio
TEMPLE-INLAND FOREST PRODUCTS CORPORATIO,12155,31.5164,-87.328,Monroeville,paper & packaging,Alabama
"AMERICAN SYNTHETIC RUBBER COMPANY, LLC",14700,38.1662,-85.6488,Louisville,automotive parts-tires,Kentucky
"CSX TRANSPORTATION, INC.",8602,37.341,-87.5033,Madisonville,railroads,Kentucky
"CHS, Inc.",17440,47.3146,-95.9673,Mahnomen,agribusiness,Minnesota
"ERGON REFININIG, INC.",23013,32.3173,-90.8868,Vicksburg,oil & gas,Mississippi
"POLYCHEMIE, INC.",75000,30.2492,-89.6047,Pearlington,chemicals,Mississippi
"TYSON FOODS, INC.",28800,32.3173,-90.8868,Vicksburg,poultry processing and meatpacking,Mississippi
SARA LEE BAKERY GROUP INC.,23010,35.9045,-77.5563,Tarboro,poultry processing and meatpacking,North Carolina
UNITED PARCEL SERVICE (UPS),5200,32.0282,-81.1786,Savannah,package delivery,Georgia
EPCO CARBON DIOXIDE PRODUCTS,24375,31.5803,-90.4432,Brookhaven,chemicals,Mississippi
"CAL-MAINE FARMS, INC.",475000,32.3326,-90.6055,Edwards,food products,Mississippi
"Liphatech, Inc.",7500,43.064,-87.9669,Milwaukee,agribusiness,Wisconsin
"ENERSYS DELAWARE, INC.",211685,37.7241,-84.2928,Richmond,batteries,Kentucky
FLOWERS FROZEN BAKERY,5600,32.347,-86.2663,Montgomery,food products,Alabama
AIR LIQUIDE INDUSTRIAL U.S. LP,13662,36.0163,-87.9696,New Johnsonville,industrial gas,Tennessee
"DSM CHEMICAL NORTH AMERICA, LLC",200766,33.3645,-82.0708,Augusta,chemicals,Georgia
"Meijer, Inc.",165000,42.9615,-85.6557,Grand Rapids,retail-supermarkets,Michigan
NUFARM AMERICAS,15000,41.6701,-87.7368,Alsip,fertilizers,Illinois
NUFARM AMERICAS,15000,41.6701,-87.7368,Alsip,fertilizers,Illinois
"Menard, Inc.",348600,44.8203,-91.4951,Eau Claire,retail-home improvement,Wisconsin
"PMC ORGANOMETALLIX, INC.",48942,30.9296,-88.0179,Axis,chemicals,Alabama
"NORCROSS FOOTWEAR, INC.",18600,41.4699,-90.5827,Rock Island,automotive parts-tires,Illinois
"ENKEI FLORIDA, INC.",53290,30.3322,-81.6749,Jacksonville,automobile wheels,Florida
"AKZO NOBEL CHEMICALS, INC.",5600,41.8373,-87.6861,Chicago,paints & coatings,Illinois
WAYNE DISPOSAL INC.,17000,42.2022,-83.4838,Belleville,environmental services,Michigan
DAVISCO FOOD INTERNATIONAL INC.,5000,44.4703,-93.9025,Le Sueur,dairy cooperative,Minnesota
"CLEAN HARBORS RECYCLING SERVICES OF CHICAGO, LLC.",73026,41.8373,-87.6861,Chicago,waste management,Illinois
"Michigan Disposal, Inc.",390124,42.2022,-83.4838,Belleville,environmental services,Michigan
Mayo Clinic Health System,98200,43.8241,-91.2268,La Crosse,healthcare services,Wisconsin
"Union Pacific Railroad Co. (Omaha, NE)",28775,38.5144,-90.2167,Dupo,railroads,Illinois
"Valero Renewable Fuels (Jefferson, WI)",7500,43.0044,-88.8084,Jefferson,oil & gas,Wisconsin
"FirstEnergy Corp. (Akron, OH)",214604,41.4767,-81.6805,Cleveland,utilities,Ohio
SWAGELOK COMPANY,15519,41.3864,-81.4401,Solon,industrial equipment,Ohio
HILTON CHICAGO AND TOWERS,25000,41.8373,-87.6861,Chicago,hotels,Illinois
VOITH PAPER,5000,44.2774,-88.3894,Appleton,industrial equipment,Wisconsin
"Kraton Polymers (Belpre, OH)",108800,39.2815,-81.5971,Belpre,chemicals,Ohio
LIMA REFINING,2603491,40.7409,-84.1121,Lima,oil & gas,Ohio
EXIDE CORPORATION(GENERAL BATTERY CORP.),820000,40.1989,-85.395,Muncie,batteries,Indiana
ASHLAND CHEMICAL CO.,650000,42.7142,-84.56,Lansing,chemicals,Michigan
SPECTRO ALLOYS CORPORATION,52588,44.7465,-93.0662,Rosemount,aluminum recycling,Minnesota
MESABI NUGGET LLC,150000,47.531,-92.2401,Aurora,steel,Minnesota
MERIT ENERGY - KALKASKA,885000,44.7322,-85.1782,Kalkaska,oil & gas,Michigan
SOLUTIA INC.,438903,42.1395,-83.193,Trenton,chemicals,Michigan
BRIDGESTONE AMERICAS TIRE OPERATIONS,63000,40.4757,-88.9705,Bloomington,automotive parts-tires,Illinois
"ENVIRO-SAFE REFRIGERANTS, INC",300000,40.5677,-89.6263,Pekin,chemicals,Illinois
"IMPERIAL ALUMINUM - MINERVA, LLC",148553,40.7307,-81.1023,Minerva,metals,Ohio
"Oxbow Midwest Calcinating, LLC",118326,41.6698,-87.983,Lemont,energy products,Illinois
"S.C. Johnson & Son, Inc.",15600,42.7274,-87.8135,Racine,household products,Wisconsin
Henkel Corporation,141700,42.4934,-83.027,Warren,household & personal care products,Michigan
Royster-Clark (Lanark) (now Crop Production Svcs),10478,42.1019,-89.8328,Lanark,fertilizers,Illinois
Stepan Company,20800,42.1026,-87.7791,Northfield,chemicals,Illinois
Stepan Company,12870,42.1026,-87.7791,Northfield,chemicals,Illinois
Peter Cremer North America,98000,39.1412,-84.5059,Cincinnati,commodities trading & chemicals,Ohio
Keysone Automotive Industries,15345,42.9615,-85.6557,Grand Rapids,wholesalers-auto parts,Michigan
BNSF Railway (Fort Worth),15716,44.9635,-93.2678,Minneapolis,diversified,Minnesota
THE DOW CHEMICAL COMPANY,67500,43.6239,-84.2315,Midland,chemicals,Michigan
GREEN PLAINS BLUFFTON LLC,60000,40.7426,-85.173,Bluffton,energy generation,Indiana
Specialty Gases of America (SB),5318,41.6639,-83.5822,Toledo,industrial gas,Ohio
"Nufarm Americas, Inc.",7500,41.7485,-87.9198,Burr Ridge,fertilizers,Illinois
